start_node,end_node,length,osmid,oneway,lanes,name,highway,reversed,geometry,bridge,width,maxspeed,tunnel
299611722,122452414,220.311,27292882,False,2,Rua da Alegria,secondary,True,"LINESTRING (-8.5995483 41.1632619, -8.6002136 41.1616002, -8.60031 41.1613654)",,,,
122452414,122452417,117.685,13265074,True,3,Rua da Constituição,secondary,False,"LINESTRING (-8.60031 41.1613654, -8.6008713 41.1614355, -8.6016446 41.161531, -8.6016969 41.1615383)",,,,
122452417,126634476,196.873,"[1165311280, 13265074]",True,3,Rua da Constituição,secondary,False,"LINESTRING (-8.6016969 41.1615383, -8.6028354 41.1616848, -8.6038016 41.1618057, -8.6040169 41.1618277)",,,,
126634476,299611700,6.294,1016548267,True,3,Praça do Marquês de Pombal,secondary,False,,,,,
299611700,5284320721,19.19,738994725,True,3,Praça do Marquês de Pombal,secondary,False,,,,,
5284320721,343646659,81.72900000000001,453762948,True,2,Rua da Constituição,secondary,False,"LINESTRING (-8.6043183 41.1618595, -8.6043953 41.1618686, -8.6044694 41.1618776, -8.6052826 41.1619744)",,,,
343646659,122452424,133.636,453762948,True,2,Rua da Constituição,secondary,False,,,,,
122452424,122452425,200.94099999999997,"[1019264544, 1083211595]",True,"['2', '3']",Rua da Constituição,secondary,False,"LINESTRING (-8.6068578 41.1621694, -8.6083527 41.162363, -8.6092234 41.1624758)",,,,
122452425,126617430,115.039,31396393,True,2,Rua de São Brás,secondary,False,"LINESTRING (-8.6092234 41.1624758, -8.6093785 41.1620631, -8.6095556 41.1615864, -8.6095946 41.1614797)",,,,
126617430,10926636886,98.034,453761207,False,3,Rua de São Brás,secondary,False,"LINESTRING (-8.6095946 41.1614797, -8.6096221 41.1614026, -8.6097198 41.1611658, -8.6098739 41.1607912, -8.6099258 41.1606343)",,,,
10926636886,10926636885,22.832,1175952369,True,1,Rua de São Brás,residential,False,"LINESTRING (-8.6099258 41.1606343, -8.6100163 41.1604929, -8.6100385 41.1604475)",,,,
10926636885,137993249,131.753,755512797,True,1,Travessa de Antero de Quental,residential,False,"LINESTRING (-8.6100385 41.1604475, -8.6101028 41.1604561, -8.6103044 41.1604838, -8.6115801 41.1606857)",,,,
137993249,1216789894,127.028,13797599,False,2,Rua de Antero de Quental,secondary,False,"LINESTRING (-8.6115801 41.1606857, -8.611647 41.1604019, -8.6117323 41.1600184, -8.6117894 41.1597375, -8.6118201 41.1595983, -8.6118316 41.1595592)",,,,
1216789894,1216789883,59.602000000000004,13797599,False,2,Rua de Antero de Quental,secondary,False,"LINESTRING (-8.6118316 41.1595592, -8.6119495 41.1591026, -8.6119679 41.1590331)",,,,
1216789883,473879871,42.246,13797599,False,2,Rua de Antero de Quental,secondary,False,,,,,
473879871,128560274,68.743,13797599,False,2,Rua de Antero de Quental,secondary,False,"LINESTRING (-8.6120698 41.158661, -8.6120997 41.1585674, -8.6122278 41.1581465, -8.6122531 41.1580584)",,,,
128560274,8493177618,45.65,"[1175952371, 210670990]",True,"['1', '2']",Rua de Antero de Quental,secondary,False,"LINESTRING (-8.6122531 41.1580584, -8.6123659 41.1578354, -8.6124484 41.1576751)",,,,
